Ticker,Bloomberg,MySQL,Name,Sector,Industry_Group,Industry,Sub_Industry,Description
LFST,LFST UW,LFST_UW,"LifeStance Health Group, Inc.",Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services,"LifeStance Health Group, Inc. provides health care services. The Company offers mental and physical healthcare services through in-person and telehealth appointments. LifeStance Health Group serves patients in the United States."
LGF_A,LGF/A UN,LGF_A_UN,Lions Gate Entertainment Corporation Class A,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,"Lions Gate Entertainment Corporation develops and distributes film entertainment contents. The Company produces motion pictures, television programming, animation, and digital media. Lions Gate Entertainment serves customers worldwide."
LGF_B,LGF/B UN,LGF_B_UN,Lions Gate Entertainment Corporation Class B Non-Voting,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,"Lions Gate Entertainment Corporation develops and distributes film entertainment contents. The Company produces motion pictures, television programming, animation, and digital media. Lions Gate Entertainment serves customers worldwide."
LGIH,LGIH UW,LGIH_UW,"LGI Homes, Inc.",Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding,"LGI Homes, Inc. operates as a home builder. The Company designs and builds homes. LGI Homes serves customers in the States of Texas, Arizona, Florida, and Georgia."
LGND,LGND UQ,LGND_UQ,Ligand Pharmaceuticals Inc,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,"Ligand Pharmaceuticals Incorporated develops drugs which regulate hormone activated intracellular receptors. These receptors play a role in regulating the genetic processes affecting diseases such as gynecological disorders and certain cancers, as well as cardiovascular, inflammatory, and skin diseases."
LICY,LICY UN,LICY_UN,Li-Cycle Holdings Corp.,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser,"Li-Cycle Holdings Corp. operates as a holding company. The Company, through its subsidiaries, provides lithium-ion battery recycling and resource recovery solutions. Li-Cycle Holdings serves customers in Canada."
LIDR,LIDR UR,LIDR_UR,"AEye, Inc. - Class A",Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum,"AEye, Inc. manufactures defense equipment. The Company designs mission-critical targeting systems for fighter jets that searched for, identified, and tracked incoming threats. AEye serves customers worldwide."
LILA,LILA UW,LILA_UW,Liberty Latin America Class A,Communication Services,Telecommunication Services,Diversified Telecommunication,Alternative Carriers,"Liberty Latin America Ltd. operates as a telecommunication company. The Company offers video, broadband Internet, telephony, and mobile services. Liberty Latin America also delivers entertainment services. Liberty Latin America serves customers in Chile, Puerto Rico, the Caribbean, and Latin America."
LILAK,LILAK UW,LILAK_UW,Liberty Latin America Class C,Communication Services,Telecommunication Services,Diversified Telecommunication,Alternative Carriers,"Liberty Latin America Ltd. operates as a telecommunication company. The Company offers video, broadband Internet, telephony, and mobile services. Liberty Latin America also delivers entertainment services. Liberty Latin America serves customers in Chile, Puerto Rico, the Caribbean, and Latin America."
LIND,LIND UR,LIND_UR,Lindblad Expeditions Holdings Inc,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines","Lindblad Expeditions Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, provides expedition cruising and land-based adventure travels, that foster an exploration and discovery using itineraries that feature up-close encounters with wildlife, nature, history and culture, and promote guest empowerment, human connections, and interactivity."
LIVN,LIVN UW,LIVN_UW,Livanova PLC,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,"LivaNova PLC operates as a medical technology company. The Company focuses on neuromodulation, as well as cardiac surgery and rhythm management. LivaNova develops medical solutions for the treatment of cardiovascular diseases."
LKFN,LKFN UW,LKFN_UW,Lakeland Financial Corp,Financials,Banks,Banks,Regional Banks,"Lakeland Financial Corporation is a bank holding company. The Company's banking subsidiary offers a wide range of commercial and personal banking services including savings and time deposits, loans, and financial counseling through offices in northern Indiana and a loan production office in Indianapolis."
LL,LL UN,LL_UN,Lumber Liquidators Holdings Inc,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Home Improvement Retail,"LL Flooring Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, retails hardwood flooring products and sells domestic and exotic wood species in both prefinished and unfinished forms. LL Flooring Holdings serves customers in the United States."
LLAP,LLAP UN,LLAP_UN,Terran Orbital Corporation,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,"Terran Orbital Corporation provides wireless communication equipment. The Company offers nano and micro-satellites, as well as mission solutions. Terran Orbital serves customers worldwide."
LMAT,LMAT UQ,LMAT_UQ,Lemaitre Vascular Inc,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,"LeMaitre Vascular, Inc. manufactures medical devices for vascular surgeons and interventionists. The Company develops, produces, and markets disposable and implantable devices for the treatment of peripheral vascular disease such as stent grafts, anastomotic clips, valvulotomes, radiopaque marking tape, shunts, and embolectomy catheters."
LMND,LMND UN,LMND_UN,"Lemonade, Inc.",Financials,Insurance,Insurance,Property & Casualty Insurance,"Lemonade, Inc. operates as an insurance company. The Company offers artificial intelligence (AI) based technology for fire, property, liability, car, pet, and other insurance policies issuing and claim settlements. Lemonade serves customers in the United States and Europe."
LNN,LNN UN,LNN_UN,Lindsay Corp,Industrials,Capital Goods,Machinery,Agricultural & Farm Machinery,"Lindsay Corporation manufactures and markets center pivot and lateral move irrigation equipment, as well as large diameter steel tubing, for use to irrigate agricultural crops. The Company also provides outsourced manufacturing and production services to original equipment manufacturers in the United States."
LNTH,LNTH UQ,LNTH_UQ,Lantheus Holdings Inc,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies,"Lantheus Holdings, Inc. develops, manufactures, sells, and distributes diagnostic medical imaging agents and products. The Company offers imaging agents and products that assist clinicians in the diagnosis of cardiovascular and other diseases. Lantheus Holdings serves customers worldwide."
LNW,LNW UW,LNW_UW,"Light & Wonder, Inc.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming,"Light & Wonder Inc. provides gambling products and services. The Company creates content and products for land-based casino gaming, social, and digital organizations. Light & Wonder serves customers worldwide."
LOB,LOB UN,LOB_UN,Live Oak Bancshares Inc,Financials,Banks,Banks,Regional Banks,"Live Oak Bancshares, Inc. provides small business lending. The Company offers loans to the veterinary, pharmacy, investment advisory, beverages, funeral homes, entertainment centers, agricultural, and healthcare sectors. Live Oak Bancshares serves customers in the United States."
LOCL,LOCL UN,LOCL_UN,Local Bounti Corporation,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Agricultural Products & Servic,Local Bounti Corporation operates as a controlled environment agriculture company. The Company grows and distributes indoor fruits and vegetables. Local Bounti serves customers in the United States.
LOCO,LOCO UW,LOCO_UW,"El Pollo Loco Holdings, Inc.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants,"El Pollo Loco Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, owns and manages a restaurant chain, which offers burritos, salads, tostadas, bowls, stuffed quesadillas, and chicken entrees. El Pollo Loco Holdings serves customers in the United States."
LOVE,LOVE UQ,LOVE_UQ,The Lovesac Company,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings,"The Lovesac Company operates as a furniture retailer. The Company specializes in a patented modular furniture system called Sactionals which consist combinable seats and sides pieces, as well as custom-fit covers and associated accessories. Lovesac also sells sacs, a bag seat filled with a proprietary foam mixture."
LPG,LPG UN,LPG_UN,Dorian Lpg Ltd,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta,Dorian LPG Limited operates in the shipping industry. The Company owns and operates tankers for liquefied petroleum gas transportation. Dorian LPG offers its services worldwide.
LPRO,LPRO UQ,LPRO_UQ,Open Lending Corp. - Class A,Financials,Financial Services,Capital Markets,Financial Exchanges & Data,"Open Lending Corporation provides financial services. The Company specializes in loan analytics, risk-based pricing, modeling, and automated decision technology for automotive lenders. Open Lending serves customers in the United States."
LPSN,LPSN UW,LPSN_UW,Liveperson Inc,Information Technology,Software & Services,Software,Application Software,"LivePerson, Inc. provides technology that facilitates real-time sales and customer service for companies doing business on the Internet. The Company offers an application services including real-time interaction technology as an outsourced services. LivePerson enablers its clients to communicate directly with Internet users via text-based chat."
LQDA,LQDA UR,LQDA_UR,Liquidia Technologies Inc.,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,Liquidia Corporation operates as a biotechnology company. The Company develops micro and nanoparticles for the delivery of biological and small molecule therapeutics. Liquidia serves patients throughout the United States.
LQDT,LQDT UW,LQDT_UW,Liquidity Services Inc,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services,"Liquidity Services, Inc. operates a network of B2B e-commerce marketplaces. The Company offers a platform for surplus assets and supply chains by maximizing investment recovery and velocity, simplifying operations, supporting informed business decisions, mitigating risks, enhancing sustainability efforts, delivering measurable results, and continual innovation."
LRN,LRN UN,LRN_UN,K12 Inc,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services,"Stride, Inc. is a technology-based education company. The Company offers proprietary curriculum, software, and educational solutions created for online delivery to students in kindergarten through 12th grade and K-12."
LSEA,LSEA UR,LSEA_UR,Landsea Homes Corporation,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding,Landsea Homes Corporation provides construction services. The Company designs and builds communities and homes. Landsea Homes serves customers in the United States.
LTC,LTC UN,LTC_UN,"LTC Properties, Inc",Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs,"LTC Properties, Inc. is a real estate investment trust. The Company invests in long-term health care facilities, assisted living residences, and schools through mortgage loans, facility lease transactions, and other investments."
LTCH,LTCH UW,LTCH_UW,"Latch, Inc.",Information Technology,Software & Services,Software,Application Software,"Latch, Inc. operates as a technology company. The Company specializes in keyless entry security systems to open and manage every door in an apartment building from a smartphone. Latch serves customers in the United States."
LTH,LTH UN,LTH_UN,"Life Time Group Holdings, Inc.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Leisure Facilities,"Life Time Group Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, owns and manages fitness and recreational sports centers. Life Time Group Holdings serves customers in the United States."
LTHM,LTHM UN,LTHM_UN,Livent Corporation,Materials,Materials,Chemicals,Specialty Chemicals,"Livent Corporation produces and distributes lithium compounds. The Company offers lithium products for applications in batteries, agrochemicals, aerospace alloys, greases, pharmaceuticals, polymers, and various industrial applications. Livent serves customers worldwide."
LUNG,LUNG UW,LUNG_UW,Pulmonx Corp,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,Pulmonx Corporation develops and markets medical devices. The Company provides products for diagnosis and treatment of pulmonary disorders. Pulmonx operates worldwide.
LVLU,LVLU UQ,LVLU_UQ,"Lulus Fashion Lounge Holdings, Inc.",Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail,"Lulu's Fashion Lounge Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, retails dresses, shoes, blouses and shirts, tees, sweaters, jackets and coats, skirts, pants, shorts, jewelry, and other accessories. Lulu's Fashion Lounge Holdings serves customers worldwide."
LVOX,LVOX UW,LVOX_UW,"LiveVox Holding, Inc. - Class A",Information Technology,Software & Services,Software,Application Software,"LiveVox Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, provides omni-channel, CRM, AI, and workforce optimization solutions. LiveVox Holdings serves customers worldwide."
LWLG,LWLG UR,LWLG_UR,Lightwave Logic Inc.,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components,"Lightwave Logic, Inc. develops electro-optic polymers. The Company operates in the United States."
LXFR,LXFR UN,LXFR_UN,Luxfer Holdings PLC,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,"Luxfer Holdings PLC operates as a holding company. The Company, through its subsidiaries, designs, manufactures, and supplies engineering materials including commercial casting alloys, sheet, plate, and extruded products. Luxfer also offers recycling services and magnesium powders to its customers worldwide."
LXP,LXP UN,LXP_UN,Lexington Realty Trust,Real Estate,Equity Real Estate Investment,Industrial REITs,Industrial REITs,"LXP Industrial Trust is a real estate investment trust that owns and manages office, industrial, and retail properties net-leased to major corporations throughout the United States. The Company also provides investment advisory and asset management services to investors in the net lease area."
LXRX,LXRX UW,LXRX_UW,Lexicon Pharmaceuticals Inc,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Lexicon Pharmaceuticals, Inc. operates as a biopharmaceutical company. The Company researches treatments for diabetes and obesity, cardiovascular disease, psychiatric and neurological disorders, cancer, immune system disorders, and ophthalmic disease. Lexicon Pharmaceuticals serves customers in the United States."
LXU,LXU UN,LXU_UN,Lsb Industries Inc,Materials,Materials,Chemicals,Diversified Chemicals,"LSB Industries, Inc., through its subsidiaries, manufactures and sells chemical products for the mining, agricultural, and industrial markets. The Company also manufactures and sells commercial and residential climate control products, as well as provides specialized engineering services and other activities."
LYEL,LYEL UW,LYEL_UW,"Lyell Immunopharma, Inc.",Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Lyell Immunopharma, Inc. operates as a cellular therapy company. The Company develops curative cell-based immunotherapies for human disease. Lyell Immunopharma serves customers worldwide."
LZ,LZ UW,LZ_UW,"LegalZoom.com, Inc.",Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services,"Legalzoom.com, Inc. provides legal services. The Company focuses on forming business, corporate changes, filings, business compliance, trademark, patent, copyright, taxes, licenses, permits, agreements, and additional services. Legalzoom.com serves clients worldwide."
LZB,LZB UN,LZB_UN,La-Z-Boy Inc,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings,"La-Z-Boy Incorporated operates as a home furniture store. The Company offers loveseats, sectionals, home accents, bedroom, kitchen, dining, recliners, chairs, and sofas. La-Z-Boy serves customers worldwide."
MAC,MAC UN,MAC_UN,Macerich Company,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs,"The Macerich Company is a fully integrated self-managed and self-administered real estate investment trust. The Company focuses on the acquisition, leasing, management, development and redevelopment of regional malls throughout the United States."
MAPS,MAPS UW,MAPS_UW,"WM Technology, Inc. - Class A",Information Technology,Software & Services,Software,Application Software,"WM Technology, Inc. operates subscription offerings sold to retailers and brands in the North American cannabis markets."
MARA,MARA UR,MARA_UR,Marathon Patent Group Inc,Information Technology,Software & Services,Software,Application Software,"Marathon Digital Holdings, Inc. operates as a digital asset technology company. The Company mines cryptocurrencies, with a focuses on the blockchain ecosystem and the generation of digital assets. Marathon Digital Holdings serves customers worldwide."
MASS,MASS UQ,MASS_UQ,908 Devices Inc.,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum,908 Devices Inc. manufactures medical devices. The Company designs and develops analytical devices for chemical and biomolecular analysis. 908 Devices serves life science and field forensic markets in the United States.
MATV,MATV UN,MATV_UN,"Mativ Holdings, Inc.",Materials,Materials,Chemicals,Commodity Chemicals,"Mativ Holdings, Inc. manufactures and sells specialty materials. The Company offers technical materials and fiber-based solutions, target premium applications across diversified and growing end-markets, from filtration to healthcare to sustainable packaging."
MATW,MATW UW,MATW_UW,Matthews International Corp Class,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services,"Matthews International Corporation designs, manufactures, and markets custom-made identification products. The Company's products include cast bronze memorials, mausoleums, granite memorials, architectural plaques, printing plates, imaging systems for the corrugated and flexible packaging industries, and caskets made of metal, wood, and other materials."
MATX,MATX UN,MATX_UN,Matson Inc,Industrials,Transportation,Marine Transportation,Marine Transportation,"Matson Inc., is involved in transportation and logistics. The Company offers multimodal transportation services to the North American market, including domestic and international rail intermodal service, long haul and regional highway brokerage, supply chain services and LTL transportation services, as well as third-party logistics services."
MAX,MAX UN,MAX_UN,"MediaAlpha, Inc.",Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,"MediaAlpha, Inc. provides technology platform that brings insurance carriers and consumers together through a real-time, transparent, and results-driven ecosystem. The Company offers online customer acquisition channel in verticals of property and casualty, health, and life insurance."
MBI,MBI UN,MBI_UN,MBIA Inc.,Financials,Insurance,Insurance,Property & Casualty Insurance,"MBIA Inc. provides financial guarantee insurance and other forms of credit protection. The Company also offers investment management services to public finance and structured finance issuers, investors, and capital market participants."
MBIN,MBIN UR,MBIN_UR,Merchants Bancorp,Financials,Financial Services,Financial Services,Commercial & Residential Mortg,"Merchants Bancorp operates as a bank holding company. The Bank, through its subsidiaries, provides multi-family housing and health care facility financing, mortgage warehousing, retail and correspondent residential mortgage banking, agricultural lending, and traditional community banking services. Merchants Bancorp serves customers in the United States."
MBUU,MBUU UQ,MBUU_UQ,Malibu Boats Class A Inc,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products,"Malibu Boats, Inc. designs, manufactures, and markets sport boats. The Company produces sport boats used for water sports including water skiing, wakeboarding, and wake surfing, as well as for general recreational boating use. Malibu Boats offers its products in the United States."
MBWM,MBWM UW,MBWM_UW,Mercantile Bank Corp,Financials,Banks,Banks,Regional Banks,"Mercantile Bank Corporation operates as a holding company in West Michigan. The Bank provides a variety of commercial banking services to individuals, businesses, governmental units, and other institutions through offices in Kent and Ottawa counties, Michigan."
MC,MC UN,MC_UN,Moelis & Company Class A,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage,"Moelis & Company operates as an investment bank. The Company provides financial advisory and capital raising solutions to clients in connection with mergers, acquisitions, recapitalizations and restructuring. Moelis & Company offers its services worldwide."
MCB,MCB UN,MCB_UN,Metropolitan Bank Holding Corp.,Financials,Banks,Banks,Regional Banks,"Metropolitan Bank Holding Corp. operates as a commercial bank. The Bank offers deposits, small business lending, trade finance, cash management solutions, speciality markets, personal checking, savings, electronic banking, and prepaid cards. Metropolitan Bank Holding serves customers in the United States."
MCBC,MCBC UW,MCBC_UW,Macatawa Bank Corp,Financials,Banks,Banks,Regional Banks,"Macatawa Bank Corporation is the holding company for Macatawa Bank. The Bank offers a full range of commercial and personal banking services, including checking and savings accounts, safe deposit boxes, traveler checks, money orders, and loan products. Macatawa Bank operates in the Michigan counties of Allegan, Ottawa, and Kent."
MCBS,MCBS UW,MCBS_UW,"MetroCity Bankshares, Inc.",Financials,Banks,Banks,Regional Banks,"MetroCity Bankshares, Inc. operates as a bank holding company. The Company, through its subsidiaries, offers banking products and services such as savings accounts, debit and credit cards, business and personal loans, mortgages, cash management, line of credit, online banking, and e-statements. MetroCity Bankshares serves customers in the United States."
MCFT,MCFT UQ,MCFT_UQ,"MasterCraft Boat Holdings, Inc.",Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products,"MasterCraft Boat Holdings, Inc., operates as a holding company. The Company, through its subsidiaries, designs, manufactures, and markets recreational powerboats. MasterCraft Boat Holdings also leases a parts warehouse. MasterCraft Holdings serves customers worldwide."
MCRB,MCRB UW,MCRB_UW,Seres Therapeutics Inc,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Seres Therapeutics, Inc. operates as a microbiome therapeutics platform company. The Company focuses on developing biological drugs, which are designed to restore health by repairing the function of a dysbiotic microbiome. Seres Therapeutics also conducts research on metabolic diseases."
MCRI,MCRI UW,MCRI_UW,Monarch Casino And Resort Inc,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming,"Monarch Casino & Resort, Inc., through its wholly owned subsidiary, owns and operates the tropically-themed casino resort in Reno, Nevada. The Resort features a casino, a hotel and motor lounge, restaurants, bars, a nightclub, a swimming pool and health club, a gift shop, a family entertainment center, banquet and meeting space, and surface parking spaces."
MCS,MCS UN,MCS_UN,The Marcus Corp,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,"The Marcus Corporation provides entertainment facilities. The Company operates movie theatres, as well as hotel and restaurant solutions. Marcus serves clients in the United States."
MCY,MCY UN,MCY_UN,Mercury General Corp,Financials,Insurance,Insurance,Property & Casualty Insurance,Mercury General Corporation is a specialty writer of all risk classifications of automobile insurance. The Company is an agency writer of private passenger automobile insurance in California. Mercury General operates primarily in California with operations in several other states.
MD,MD UN,MD_UN,Mednax Inc,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services,"Pediatrix Medical Group, Inc. provides maternal-fetal, newborn, and pediatric physician services. The Company offers offers neonatal, maternal-fetal care, pediatric cardiology, pediatric intensive, pediatric emergency medicine, developmental pediatrics, and newborn hearing screening services. Pediatrix Medical Group serves customers in the United States."
MDC,MDC UN,MDC_UN,MDC Holdings Inc,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding,"M.D.C. Holdings, Inc., through its subsidiaries, builds and sells homes under the name Richmond American Homes. The Company also originates mortgage loans primarily for its home buyers. M.D.C. builds its single-family homes in Colorado, Virginia, Maryland, Northern and Southern California, Arizona, and Nevada."
MDGL,MDGL UW,MDGL_UW,Madrigal Pharmaceuticals Inc,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Madrigal Pharmaceuticals, Inc. operates as a pharmaceutical company. The Company develops novel and small-molecule drugs addressing cardiovascular and metabolic diseases. Madrigal Pharmaceuticals offers its services in the United States."
MDRX,MDRX UW,MDRX_UW,Allscripts Healthcare Solutions Inc,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology,"Veradigm Inc. operates as an integrated data systems and services company that combines data-driven clinical insights with actionable tools to help healthcare stakeholders. The Company focuses on healthcare providers providing point-of-care clinical software, practice management solutions, and patient outreach platforms."
MDXG,MDXG UR,MDXG_UR,"MiMedx Group, Inc",Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"MiMedx Group Inc. operates as a medical device company. The Company focuses on biomaterials for soft tissue repair, such as tendons, ligaments, and cartilage, as well as other biomaterial based products for other medical applications. MiMedx Group serves the medical industry worldwide."
ME,ME UW,ME_UW,23andMe Holding Co.,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services,23andMe Holding Co. operates as a consumer genetics and research company. The Company provides direct-to-consumer genetic testing services. 23andMe Holding serves customers worldwide.
MED,MED UN,MED_UN,Medifast Inc,Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products,"Medifast, Inc. operates as a health and wellness company. The Company provides an Internet-based physician and medical practitioner network to consumers. Medifast also offers a corporate wellness program for large corporations, associations, and their health insurance carriers."
MEDP,MEDP UW,MEDP_UW,Medpace Holdings Inc,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,"Medpace Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, provides cardiovascular, hematology, oncology, neurology, pediatrics, nephrology, and diagnostic services. Medpace Holdings serves patients worldwide."
MEG,MEG UN,MEG_UN,"Montrose Environmental Group, Inc.",Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser,"Montrose Environmental Group, Inc. operates as an environmental company. The Company offers air quality and environmental laboratory services. Montrose Environmental Group serves to the landfills, electric utilities, water treatment facilities, municipalities, and corporations worldwide."
MEI,MEI UN,MEI_UN,Methode Electronics Inc,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi,"Methode Electronics, Inc. manufactures component devices worldwide. The Company's products are sold to original equipment manufacturers of information processing and networking equipment, voice and data communications systems, consumer electronics, automobiles, aerospace vehicles, and industrial equipment."
METC,METC UW,METC_UW,Ramaco Resources Inc,Materials,Materials,Metals & Mining,Steel,"Ramaco Resources, Inc. acquires and develops properties for coal mining activities. The Company mines metallurgical coal reserves. Ramaco Resources operates within the United States."
MFA,MFA UN,MFA_UN,"MFA Financial, Inc.",Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs,"MFA Financial, Inc. operates as a real estate investment trust primarily engaged in the business of investing, on a leveraged basis, in residential mortgage assets, including residential mortgage-backed securities and residential whole loans."
MGEE,MGEE UW,MGEE_UW,MGE Energy Inc,Utilities,Utilities,Electric Utilities,Electric Utilities,"MGE Energy, Inc. is a public utility holding company. The Company's principal subsidiary generates and distributes electricity to customers in Dane County, Wisconsin. MGE also purchases, transports, and distributes natural gas in several Wisconsin counties."
MGNI,MGNI UW,MGNI_UW,"Magnite, Inc.",Communication Services,Media & Entertainment,Media,Advertising,"Magnite, Inc. provides online advertising solutions. The Company offers real-time cloud and big data computing systems. Magnite serves customers worldwide."
MGNX,MGNX UW,MGNX_UW,Macrogenics Inc,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"MacroGenics, Inc. develops novel biologics. The Company specializes in treatments for autoimmune disorders, cancer, and infectious diseases. MacroGenics serves the healthcare industry in the United States."
MGPI,MGPI UW,MGPI_UW,MGP Ingredients Inc,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Distillers & Vintners,"MGP Ingredients, Inc. produces and markets ingredients and distillery products. The Company's ingredients include specialty wheat starches and specialty wheat proteins for food and non-food applications, commodity ingredients, including commodity wheat starches and vital wheat gluten, and mill feeds. MGP's distillery products consist of food-grade alcohol."
MGRC,MGRC UW,MGRC_UW,Mcgrath Rent,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo,"McGrath RentCorp rents and sells relocatable modular offices, as well as electronic test and measurement instruments. The Company's offices are used as temporary offices adjacent to existing facilities, sales and construction field offices, classrooms, and for a variety of other purposes. McGrath serves customers in the States of California and Texas."
MGTX,MGTX UW,MGTX_UW,Meiragtx Holdings Plc,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"MeiraGTx Holdings plc operates as a clinical stage gene therapy company. The Company offers a broad pipeline of preclinical and research programs, as well as provides gene therapy manufacturing and transformative gene regulation technology. MeiraGTx Holdings serves patients in the United States."
MGY,MGY UN,MGY_UN,Magnolia Oil & Gas Corporation Class A,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,Magnolia Oil & Gas Corporation operates as an oil producer. The Company engages in the exploration and production of oil and natural gas. Magnolia Oil & Gas serves customers in the State of South Texas.
MHO,MHO UN,MHO_UN,M I Homes Inc,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding,"M/I Homes, Inc. builds single-family homes. M/I Homes has homebuilding operations in Ohio, Indiana, Florida, North Carolina, Virginia, and Maryland."
MIR,MIR UN,MIR_UN,"Mirion Technologies, Inc. Class A",Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum,"Mirion Technologies, Inc. provides detection, measurement, analysis and monitoring solutions to the nuclear, defense, medical, and research end markets. The Company offers dosimeters, contamination and clearance monitors, detection, identification instruments, and radiation monitoring systems. Mirion Technologies serves customers worldwide."
MIRM,MIRM UQ,MIRM_UQ,"Mirum Pharmaceuticals, Inc.",Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Mirum Pharmaceuticals, Inc. operates as a pharmaceutical company. The Company develops therapies for the treating of cholestatic liver diseases. Mirum Pharmaceuticals serves patients in the United States."
MITK,MITK UR,MITK_UR,Mitek Systems Inc,Information Technology,Software & Services,Software,Application Software,"Mitek Systems, Inc. is involved in character recognition technology, products, and services for the document imaging markets. The Company's document imaging software engine and intelligent character recognition products and services are used in mission-critical and high volume data entry, data capture, and forms processing applications."
MKFG,MKFG UN,MKFG_UN,Markforged Holding Corporation,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,"Markforged Holding Corporation manufactures industrial machineries. The Company offers metal and continuous carbon fiber printers for tooling, fixtures, functional prototyping, and high-value end-use production. Markforged serves customers worldwide."
MKTW,MKTW UQ,MKTW_UQ,"MarketWise, Inc. - Class A",Financials,Financial Services,Capital Markets,Financial Exchanges & Data,"MarketWise, Inc. is a multi-brand subscription services platform. The Company offers a platform of subscription businesses that provides premium financial research, software, education, and tools. MarketWise serves customers in the United States."
